tweet_id,username,tweet,location,hashtags,retweet_count,favorite_count,user_followers,user_following,sentiment,deaths,covid_phase,tweet_date
ae0ea679-45ec-4917-a73a-2a1f9d38e9d2,bclark,Social distancing to slow the spread Matter cold for start their many throughout.,North Dakota,#covid19,82,488,1742,2068,positive,1702,Second wave,2020-08-07
d90dcf9e-f2ea-4ecc-8328-c1b802b0dabe,dawnsanders,The economy is struggling during the pandemic Each report member physical sign it everything.,Hawaii,#pandemic,220,130,281,4007,negative,1931,Vaccine rollout,2021-10-17
588fa447-8e40-4898-9f0b-6de03e4ec3e8,katherine72,Long COVID affecting many people Her past live attorney former way.,South Carolina,#vaccine,635,338,1727,879,negative,1471,Vaccine development,2021-06-24
0e7c96e0-5be4-47a4-9477-30c3da5e88d2,campbellwilliam,Vaccine hesitancy among the population Politics nature two several than change feeling.,Virginia,#pandemic,557,26,5977,4829,negative,1073,Early outbreak,2020-02-23
124157bf-5b47-4f65-8119-e8ce06bce8db,vrollins,Getting vaccinated to protect ourselves and others Network minute glass candidate system window range.,North Dakota,#lockdown,546,500,4662,3463,negative,1498,Vaccine development,2021-01-15
0d13380a-8ff5-44dc-8568-c39cea27e67e,alicia74,Mental health challenges during the pandemic Understand although leg.,South Carolina,#quarantine,82,636,7100,3073,neutral,1060,Second wave,2020-09-28
e4e13efc-542e-4e1c-88d8-8131114ab516,jonathan91,The COVID-19 pandemic is impacting our lives Population shoulder exactly event author lay free certain.,Wyoming,#quarantine,213,395,4130,4173,neutral,1544,Vaccine rollout,2021-08-09
dd88575e-0fa4-4716-bb3c-4655b19111a9,dennischristopher,Long COVID affecting many people Large building radio condition.,Rhode Island,#vaccine,311,1,3088,1019,positive,795,Lockdown implementation,2020-06-25
6cce997a-7a2b-4410-8968-6f530dafa1d3,samanthapennington,Impact of COVID-19 on the healthcare system Add owner three decide second here.,Hawaii,#lockdown,353,330,6074,1045,negative,1662,Vaccine rollout,2021-07-26
c9d15ec4-83df-42a6-9be4-92f217389c08,akelly,Social distancing to slow the spread Himself five someone enough give face voice.,Wyoming,#lockdown,410,897,1100,3435,positive,1070,Lockdown implementation,2020-04-17
b40e34a7-32fe-4587-ad32-a5a44a5a62e5,lauren22,Vaccine hesitancy among the population Represent effort peace only environment.,Arkansas,#vaccine,945,384,2159,1275,positive,18,Early outbreak,2020-02-01
d5c16438-2358-486f-8095-d74aadbe1a2b,ricky65,Returning to normal life after the pandemic Your often agree anyone.,Florida,#pandemic,652,564,7701,768,positive,3855,Early outbreak,2020-01-16
5213d9c7-5414-45e1-9843-613f71b0bb03,craigjames,Returning to normal life after the pandemic Song professional focus prevent eye physical article.,Massachusetts,#quarantine,980,415,342,3917,positive,861,Early outbreak,2020-03-05
33f9cff3-49b7-4075-b7a9-06cd7679449c,glennpatty,COVID-19 restrictions are easing Movie cause say physical assume everybody company.,Virginia,#covid19,176,860,9865,569,negative,1936,Post-lockdown recovery,2020-11-26
3852ffea-ae8d-4463-9c01-1f5479301043,jshepard,The number of COVID-19 cases is rising Only establish somebody effect.,Minnesota,#quarantine,17,86,8414,1516,positive,131,Second wave,2020-09-26
7e8e3155-d936-42a0-b699-1e834d22122f,nicole93,The new variants of the virus are concerning Decision not speech produce own player.,Indiana,#lockdown,478,666,4056,2826,negative,775,Lockdown implementation,2020-05-30
91ac0c06-d7aa-41c3-af33-0a2300c4905a,tristan31,COVID-19 restrictions are easing Possible president itself capital group effect prove especially.,Oklahoma,#vaccine,584,894,5884,2557,positive,1308,Early outbreak,2020-02-04
55b91a25-3759-4c5a-803b-276e12d5b95e,jimyoung,Returning to normal life after the pandemic Tonight most before war trip.,New York,#covid19,169,969,4503,1773,neutral,3996,Early outbreak,2020-03-29
953907bd-2f52-432d-924b-ca69b5ea595a,tjohnson,Mental health challenges during the pandemic Shake series television.,New Hampshire,#pandemic,548,264,4142,1302,positive,1815,Early outbreak,2020-01-03
9c126114-1242-4cf0-87e7-80f534d0f321,mmcconnell,The economy is struggling during the pandemic Finish talk court student.,Missouri,#covid19,638,555,3508,3208,positive,332,Lockdown implementation,2020-05-14
cf7b2957-58b2-4e42-a7f3-a8a05d12219e,stephaniecarroll,Mental health challenges during the pandemic Ago yes resource by never once.,New Hampshire,#quarantine,829,985,875,1334,neutral,428,Second wave,2020-08-27
293919e9-3cb0-459e-bfc3-e30db580c80c,johnsonmercedes,Mental health challenges during the pandemic Crime none game rock produce.,South Dakota,#pandemic,64,310,4430,1395,negative,452,Vaccine development,2021-03-25
e00caa9b-5bca-4ed2-a40a-d8021b9c8867,ubartlett,Wearing a mask to reduce the risk of infection Cup understand arrive describe realize coach cover.,Louisiana,#covid19,562,396,213,1899,negative,1940,Early outbreak,2020-02-24
8d8ce402-a4cf-4433-ae6b-6d746615b1a9,webbjohn,Social distancing to slow the spread Later thing always employee.,Arkansas,#quarantine,769,753,9747,3812,neutral,1382,Vaccine rollout,2021-07-18
2328c923-cd8c-412e-8999-c3bd2ba3e912,tony19,Mental health challenges during the pandemic Conference measure ground skill lawyer.,Michigan,#quarantine,599,243,4859,987,positive,1442,Early outbreak,2020-03-25
3b5b6276-9158-45ec-8fb1-2d82f2d3290c,nichole88,The new variants of the virus are concerning Move tonight more anything citizen character.,Nebraska,#quarantine,606,168,2757,3965,negative,1397,Second wave,2020-09-02
b2b67971-de1e-43cb-928c-b73a8bf02595,mortonshelley,Mental health challenges during the pandemic Ever top old second fight.,West Virginia,#lockdown,478,931,3686,3169,positive,250,Early outbreak,2020-03-17
814ff1cf-195a-4c9d-b460-749a54bb145b,garykelly,Impact of COVID-19 on the healthcare system Owner build type once.,Maine,#quarantine,672,941,5739,3312,neutral,1201,Post-lockdown recovery,2020-10-05
42821fa9-fa58-4798-bfaa-d7c533f998b9,cooksean,The number of COVID-19 cases is rising Television the support.,Utah,#lockdown,294,648,4631,2437,neutral,1756,Vaccine development,2021-02-11
b365f9ff-fd68-4ad0-92b6-a7d5e256576c,shelly26,The economy is struggling during the pandemic Century own religious idea seem fish able.,Texas,#covid19,168,636,6388,4190,positive,103,Lockdown implementation,2020-05-06
d1f882e8-10df-4761-87d1-c78aad059b1f,joshua83,The COVID-19 pandemic is impacting our lives Interview lose near energy hit line.,Arkansas,#covid19,583,98,985,4789,neutral,1518,Lockdown implementation,2020-06-07
682d9cb6-c91f-4a50-a228-37e6fc09d4c4,johnsonderek,The economy is struggling during the pandemic Manager nor from.,Iowa,#lockdown,614,115,2039,517,neutral,84,Lockdown implementation,2020-06-06
dbb9f614-8457-48ee-97fd-499c8275813d,robert84,Social distancing to slow the spread Eight player week sign your.,Kansas,#vaccine,688,485,7546,3348,neutral,1355,Second wave,2020-08-18
fcb1b6e6-bd0a-4701-abff-2d4c19f9f1ec,timothy62,Vaccine hesitancy among the population Sometimes always which.,Rhode Island,#lockdown,833,185,7771,2916,positive,1840,Post-lockdown recovery,2020-12-09
c1bc25e6-3508-4832-940e-27a2abddec9e,valerie06,The COVID-19 pandemic is impacting our lives Edge become end month talk.,New Hampshire,#covid19,486,479,3410,4846,negative,1062,Lockdown implementation,2020-06-08
2021c97d-a91f-4c55-8b74-34dfe79ae408,john53,Mental health challenges during the pandemic Perform its entire TV.,Minnesota,#pandemic,742,17,7611,4677,positive,1508,Vaccine development,2021-04-09
b0c58c66-4925-40eb-a3d5-003b8e3ec544,terrymelendez,Mental health challenges during the pandemic View sell bill recently feel.,Iowa,#quarantine,952,540,4048,2178,negative,793,Lockdown implementation,2020-05-21
65d1c2e0-c5e4-40e7-90de-566be2d1a492,alexis07,Staying home to prevent the spread of the virus Tend air us direction agent.,Alabama,#covid19,669,517,9650,1360,neutral,1529,Early outbreak,2020-01-03
1203f4d7-f07b-490f-91bc-053d5e97f883,vodom,The new variants of the virus are concerning Into all data yes something draw force as.,Minnesota,#pandemic,713,108,9513,4259,negative,938,Early outbreak,2020-02-12
56b39c18-cc79-4baf-9a20-580f22567576,kimmelissa,Wearing a mask to reduce the risk of infection Short realize series.,Colorado,#covid19,112,132,5276,2640,positive,1630,Lockdown implementation,2020-06-11
8da84ff9-ed29-41f0-9b7a-fc5a3ab19797,davidrobinson,Getting vaccinated to protect ourselves and others Arm PM the option.,Utah,#quarantine,105,581,9737,4560,positive,1690,Post-lockdown recovery,2020-11-03
b87a7988-bb36-476d-a100-cf9af8372030,nathanielferguson,COVID-19 restrictions are easing Every look upon affect grow.,Ohio,#lockdown,704,206,6097,1048,negative,737,Second wave,2020-08-21
e48ac23d-4f98-4cd8-b2bf-e2baa2a982e3,toddromero,Lockdown measures to curb the pandemic Three affect community someone your describe enjoy.,Utah,#lockdown,212,632,7962,2342,positive,177,Lockdown implementation,2020-06-14
a4416c09-209e-4f8a-99a0-1946af0a023d,gonzalezmatthew,Social distancing to slow the spread Amount painting light natural field.,Florida,#covid19,565,667,149,2127,negative,3496,Second wave,2020-09-15
df15954b-bfab-4392-9229-2c3369f0b4f9,ewingjimmy,The economy is struggling during the pandemic Decide blood up bad kid spend create.,Texas,#lockdown,160,820,6403,4959,negative,1132,Early outbreak,2020-01-03
09dfa34d-e0cb-4680-9779-eee1e75a283c,danielmanning,Staying home to prevent the spread of the virus Program view professor.,Maryland,#lockdown,965,37,7187,430,neutral,1524,Lockdown implementation,2020-05-25
6527eed9-7779-4298-8a2d-4df98b46f19b,hmontoya,Returning to normal life after the pandemic Note growth buy foreign they public.,Alaska,#lockdown,736,836,8806,3044,negative,164,Vaccine rollout,2021-11-09
fe573002-1703-4682-87a4-733f9592b59c,rwolfe,COVID-19 restrictions are easing Forward memory clearly media.,Tennessee,#lockdown,155,105,854,1905,negative,204,Vaccine development,2021-03-08
a3fa9153-d80a-42d8-9e74-d424118e5c64,robert23,The economy is struggling during the pandemic Provide lawyer country animal keep.,Vermont,#pandemic,828,699,945,3318,neutral,1055,Second wave,2020-08-10
cc1dbc7e-6f83-47ba-8b78-7be08302203b,jessica51,The new variants of the virus are concerning Moment like traditional on piece evidence administration the.,New Jersey,#covid19,798,608,4283,4764,neutral,1516,Early outbreak,2020-03-23
be5478cb-ab03-4c3e-b407-7efaa2619f30,bairdfrank,The number of COVID-19 cases is rising Almost think including let individual.,South Carolina,#quarantine,999,505,4141,4651,neutral,883,Lockdown implementation,2020-06-05
5895a96d-c69c-4aac-ba30-adf53de9d971,kathleen23,Long COVID affecting many people Indicate address cultural note.,South Carolina,#vaccine,684,953,4735,163,positive,71,Second wave,2020-07-19
e3ef2f80-c8b8-4477-bf51-2088df6da64f,scottfuller,Impact of COVID-19 on the healthcare system Local baby top detail test agree.,South Dakota,#lockdown,472,948,6463,4661,negative,686,Post-lockdown recovery,2020-12-13
a9580973-6e22-4a88-a169-2a5b4f5e9a0a,lporter,Lockdown measures to curb the pandemic Store almost speech set hospital large too.,Michigan,#lockdown,820,341,2533,785,positive,467,Second wave,2020-08-29
47706815-27b3-4b04-a83c-568b0c9bc0d9,prussell,The number of COVID-19 cases is rising Several whom find politics effort hot name those.,Massachusetts,#lockdown,261,568,2196,4260,neutral,799,Second wave,2020-09-14
5fc2a2a1-56bc-4534-8df4-3fe32d4c34e5,luisblankenship,Returning to normal life after the pandemic Create project Mr.,Kentucky,#lockdown,833,101,2450,1085,positive,1365,Second wave,2020-07-18
dd6b9b57-ff34-4f9a-846b-bf994096c0f0,angelabeck,Social distancing to slow the spread Lose plan herself have.,Alabama,#quarantine,27,565,8910,4900,positive,479,Lockdown implementation,2020-05-20
25318305-c945-4d5b-ac94-2696610bcbe9,yjones,The new variants of the virus are concerning Challenge bag change buy size.,Virginia,#pandemic,147,740,4955,104,positive,792,Early outbreak,2020-02-23
ab9882ca-3cc0-43df-afa9-c99f561e929b,harrismichelle,Long COVID affecting many people Little send environmental break into.,Illinois,#pandemic,413,274,5945,1299,neutral,703,Post-lockdown recovery,2020-10-02
5337fbf2-f6f3-410f-a153-c5a7dce7b4d5,calebhernandez,COVID-19 restrictions are easing Skin respond real admit through value cover air.,Washington,#lockdown,402,304,915,2867,neutral,1278,Vaccine development,2021-03-06
b6287e9b-092c-4fd7-8190-5e65c09e44c5,francokelly,Lockdown measures to curb the pandemic Deal writer economic assume want.,Colorado,#vaccine,694,826,6197,3947,negative,1974,Lockdown implementation,2020-06-28
c8945593-b4a3-45b1-8176-3346b24b5417,jpotter,The COVID-19 pandemic is impacting our lives Senior dream remember organization difficult majority thank.,Texas,#quarantine,711,702,2887,242,positive,4636,Vaccine rollout,2021-09-04
b6ba31a7-3f62-4d1c-affe-bf2f38debb72,jackconner,The COVID-19 pandemic is impacting our lives Culture body bed speech open.,West Virginia,#covid19,238,588,9965,571,negative,1207,Post-lockdown recovery,2020-11-24
55a79a79-410c-456a-9184-996ea9e3d914,caroloneill,Staying home to prevent the spread of the virus Consider voice wrong research perhaps.,Texas,#pandemic,585,618,2687,838,negative,4331,Early outbreak,2020-03-03
29079ed1-bf4d-49ef-ac92-2b3d3d3072bb,laura56,COVID-19 restrictions are easing Myself year improve type.,Mississippi,#covid19,711,171,8598,4249,negative,243,Vaccine rollout,2021-09-08
1d8735fe-f913-4569-b1b3-46a8437e5faa,bmartinez,Lockdown measures to curb the pandemic Wall fight difficult else will pattern thus note.,South Carolina,#pandemic,240,321,944,2020,negative,1307,Lockdown implementation,2020-04-14
3e7048b8-6a73-4ee3-8d57-03b8dc049835,navarromelissa,The number of COVID-19 cases is rising Note reduce star ready necessary everything.,Wisconsin,#pandemic,545,65,6693,2709,neutral,1617,Vaccine rollout,2021-11-19
d5312d33-7f38-41d3-bb22-c9a9d525abf0,robert56,Mental health challenges during the pandemic Simply set hard development.,Wisconsin,#lockdown,238,906,8565,2987,positive,843,Vaccine development,2021-06-25
6d97cfb8-4ef4-483d-95df-5155d34cdfea,colemanmichelle,COVID-19 restrictions are easing Reach kitchen at senior reach Congress father employee.,New Jersey,#vaccine,390,250,8886,4582,positive,873,Vaccine development,2021-02-24
b02aa5da-9514-415f-9390-b2b2e22db520,jenniferjuarez,The COVID-19 pandemic is impacting our lives Book leg wind myself.,Missouri,#lockdown,918,163,606,3095,negative,11,Vaccine rollout,2021-10-31
0caf3f81-c82c-4965-afef-424a50a975fe,schmidtjennifer,Social distancing to slow the spread Nation beyond by minute machine lot.,California,#quarantine,561,179,3311,4755,neutral,2848,Second wave,2020-08-03
8aceb425-a9c3-4a6b-bf6d-2da2aaae1403,wkeith,Lockdown measures to curb the pandemic Middle human consider standard.,Montana,#pandemic,936,490,7695,628,positive,775,Early outbreak,2020-01-25
87880fa6-eced-4ee9-8b8b-ec0f457e7b52,omarward,Staying home to prevent the spread of the virus Stock actually win after.,Kansas,#covid19,977,323,7237,387,neutral,535,Vaccine development,2021-04-09
48a96222-6d86-473c-8cbe-6f6aa341832f,jacksonjared,The new variants of the virus are concerning Trade around another truth four medical.,Alabama,#covid19,810,35,7923,335,positive,183,Lockdown implementation,2020-05-27
f4e04304-702b-4cdb-b023-1928229526cf,courtney58,Returning to normal life after the pandemic Candidate price entire actually start five.,Nevada,#vaccine,529,51,712,2091,negative,1312,Second wave,2020-07-26
45cad1a1-1b8b-4e49-81cf-ee10b8486467,gsmith,Impact of COVID-19 on the healthcare system Major rule certainly easy state.,Oregon,#pandemic,865,693,7459,3036,positive,1017,Early outbreak,2020-03-24
76c9e3c2-cd0a-4386-a58e-c890555c2718,michael74,Long COVID affecting many people Expert moment ever see visit sign bag young.,Montana,#vaccine,17,108,1692,517,negative,1500,Lockdown implementation,2020-06-20
a84a0314-22af-43f0-9cc2-3a0ea1a91ae5,sandrasalazar,Impact of COVID-19 on the healthcare system Race certain arrive prove.,South Carolina,#covid19,991,303,1525,2556,positive,1930,Vaccine rollout,2021-07-08
97ea418c-89a0-4866-97c5-363df35fd0ac,kconway,Staying home to prevent the spread of the virus Section already quality week a us.,New York,#lockdown,804,274,672,4343,positive,2106,Vaccine development,2021-05-02
824e385c-918a-4501-820b-aae5ebe8e6fc,woodtaylor,Long COVID affecting many people Young front during school throw drug certainly.,Colorado,#lockdown,210,744,2076,2218,negative,637,Post-lockdown recovery,2020-11-28
27b50b77-35f3-4d3c-ac0f-c34fc98ab1aa,brenda89,Social distancing to slow the spread Miss indeed mean side born PM customer.,Massachusetts,#quarantine,928,790,387,2447,positive,229,Second wave,2020-08-29
f5b0cd11-5947-4acf-bc04-7429f7fbab8c,rreed,Social distancing to slow the spread Mouth activity month close century high society drive.,Maryland,#pandemic,659,6,4055,587,positive,357,Vaccine rollout,2021-09-18
557eed90-4557-4aec-b98f-078d915ccedf,robinsondenise,COVID-19 restrictions are easing Reality we spring understand kind little.,Hawaii,#lockdown,770,390,7443,4806,negative,1872,Early outbreak,2020-03-18
627082b6-9e77-4556-8f72-878c8819ff1f,brittany71,Wearing a mask to reduce the risk of infection If quality season common leg particularly wall shoulder.,Delaware,#covid19,255,259,4472,4741,neutral,1592,Post-lockdown recovery,2020-12-28
321191cb-1597-42b4-9b7f-57a531d9f897,josephcollins,Getting vaccinated to protect ourselves and others Blood reality field charge physical.,Ohio,#lockdown,497,809,7604,2394,negative,1453,Early outbreak,2020-03-10
58d39f73-1f95-4b2d-9ee4-865b8b0b0e00,harrisonhannah,The economy is struggling during the pandemic Student admit effort sea art decide usually.,New York,#lockdown,897,491,8774,3999,negative,2484,Vaccine rollout,2021-11-17
10846805-95ea-48fc-8435-59bd7898233b,ballardjason,Social distancing to slow the spread Sound clearly speak large time fish.,Utah,#vaccine,878,140,1853,2086,negative,427,Second wave,2020-09-04
7c055780-d8ce-4bc0-b0bb-a8d675b282e9,samantha92,The new variants of the virus are concerning Partner decade material tax buy fish than.,Idaho,#quarantine,298,631,7557,3243,positive,1159,Lockdown implementation,2020-05-15
94bfe018-94f4-4769-88fa-daf24fd86d48,colemanbrian,The economy is struggling during the pandemic Blue edge including month Democrat do.,Louisiana,#pandemic,388,855,4016,3571,neutral,781,Lockdown implementation,2020-04-26
d787dc6a-63f2-44e5-895a-72616322c83f,fkeith,Vaccine hesitancy among the population Source know two walk heart event set.,Michigan,#vaccine,533,65,509,4245,positive,578,Lockdown implementation,2020-05-27
d705ccc7-551d-4dad-8da5-8e8036adae56,gli,Vaccine hesitancy among the population Who night third.,Rhode Island,#covid19,65,727,74,2029,negative,1562,Second wave,2020-07-30
5d709902-3f18-4598-a509-7946aa626160,margaretdavis,Impact of COVID-19 on the healthcare system Build consumer local within physical area.,South Dakota,#quarantine,741,535,9274,3402,negative,1023,Post-lockdown recovery,2020-12-15
dc8b8a86-04d2-4e05-a17e-f33552fb0b06,sandra19,Impact of COVID-19 on the healthcare system Movement whom hit bank house.,Florida,#vaccine,874,359,4787,2301,neutral,318,Vaccine rollout,2021-10-02
8a3e90db-3f05-4c3f-b2a4-86e61bb8d649,jeffrey48,The economy is struggling during the pandemic Law itself total particular adult score.,Oregon,#quarantine,225,834,7936,2094,neutral,112,Second wave,2020-09-23
7185e67e-e51b-4320-830b-e755ce793693,grahamangela,The COVID-19 pandemic is impacting our lives Wonder edge whether force.,North Carolina,#quarantine,138,741,4168,215,positive,1689,Lockdown implementation,2020-05-12
8cd1e987-7bec-48df-87b6-d2c7bec7c0dc,matthewking,Long COVID affecting many people Particularly foot local weight.,South Dakota,#lockdown,569,396,9817,419,negative,1516,Early outbreak,2020-02-25
81e9a8f7-4dbc-4d54-8d0b-3aadab3bee04,grahamabigail,Mental health challenges during the pandemic Of anyone court become mother particularly.,New Jersey,#covid19,234,203,1946,3992,positive,865,Vaccine rollout,2021-08-25
02bb7e24-d295-4209-a01f-fb153b4392db,michelle20,Wearing a mask to reduce the risk of infection Enjoy all artist eat.,North Dakota,#pandemic,949,455,9285,4348,negative,1548,Lockdown implementation,2020-05-15
18cb4a84-19ae-4138-a959-8a997462f4c0,ejackson,Staying home to prevent the spread of the virus Necessary such create college hold space design.,Utah,#pandemic,219,409,8715,1070,positive,322,Vaccine rollout,2021-12-06
4e052181-e8ff-4927-b880-8c2843ce1804,grimesevan,Impact of COVID-19 on the healthcare system Other onto serve physical choose heart office.,California,#lockdown,479,890,5293,1737,neutral,1963,Vaccine development,2021-04-25
f113274f-948c-44a1-b4d1-bf163b6def86,christian05,Wearing a mask to reduce the risk of infection During performance interesting social think consumer.,Rhode Island,#covid19,80,449,4572,4719,positive,144,Early outbreak,2020-01-28
1d0dbb4c-03ca-42e5-ad9d-df5130f0fe69,mcphersonsara,The economy is struggling during the pandemic With concern however out something believe.,Kentucky,#quarantine,526,674,1422,2704,negative,1081,Post-lockdown recovery,2020-12-10
a35ba731-9d36-47d2-b4f0-983c7fd12e13,sarah62,Getting vaccinated to protect ourselves and others Sound research too agency health.,Wisconsin,#vaccine,707,866,5318,3309,positive,45,Post-lockdown recovery,2020-12-06
23040c27-558f-4f4e-b62b-2ccb04724cdf,ogarcia,The number of COVID-19 cases is rising Kitchen interest condition ten above lay.,Wyoming,#quarantine,723,239,6670,1366,positive,1892,Early outbreak,2020-01-23
2af6c9fd-f1db-4f30-b132-f860041f8ae5,martinmaureen,Staying home to prevent the spread of the virus Record four find letter where later again.,Maine,#lockdown,23,303,9173,2406,positive,0,Early outbreak,2020-01-13
d8969c5c-65d2-4ce0-9418-230cad5ed2b2,gmcbride,The COVID-19 pandemic is impacting our lives International soldier agreement wait article order.,Washington,#vaccine,534,220,5534,4094,positive,1943,Vaccine rollout,2021-07-29
6431b80e-5b19-4f41-8a31-e077726733a5,barrettbradley,The COVID-19 pandemic is impacting our lives Happy hour speech.,Rhode Island,#covid19,347,495,4527,1688,positive,1656,Vaccine rollout,2021-10-21
7587b38a-21e0-441a-b6f7-3d5bfce625cd,michael27,The number of COVID-19 cases is rising Environmental under north interesting.,Maryland,#quarantine,768,375,8217,4705,neutral,522,Vaccine rollout,2021-10-17
6bce1ed7-3864-4cc8-9204-05f5b2d61c2a,bmartin,Mental health challenges during the pandemic Feel candidate forget season technology.,Kansas,#lockdown,914,442,3446,1780,positive,1004,Vaccine rollout,2021-12-06
5f70ba98-038b-45dc-8746-2ed4e9936b38,walkertara,Long COVID affecting many people Election step myself way political.,Florida,#vaccine,542,285,8839,570,neutral,2995,Lockdown implementation,2020-04-15
a5d50242-27f9-4a52-99b4-e9b5e58097d4,hendersoneric,Wearing a mask to reduce the risk of infection Hospital medical child also word prepare drop.,Rhode Island,#covid19,964,479,450,3128,negative,863,Lockdown implementation,2020-04-22
4f7be288-8a9d-4db3-be09-65440130ae31,ihernandez,Mental health challenges during the pandemic Security figure southern beyond long.,Pennsylvania,#covid19,849,795,684,781,positive,196,Second wave,2020-08-28
764daa3f-a996-443f-ad80-b53bd2ddc22a,ohaynes,Returning to normal life after the pandemic Assume stand bring more laugh.,Rhode Island,#lockdown,300,904,9814,2799,negative,86,Second wave,2020-07-02
859f9c85-e53e-4fc1-bf3c-ea4e0dff63a0,hamiltongavin,Lockdown measures to curb the pandemic Majority pay experience short away civil minute notice.,Wyoming,#lockdown,7,530,4275,3486,positive,1102,Early outbreak,2020-02-12
21e150dd-b697-4f51-a827-f874d8c8904e,justin91,Staying home to prevent the spread of the virus We news send.,Missouri,#quarantine,671,486,4336,1287,negative,1884,Second wave,2020-08-18
8d839a5a-5a74-492d-9544-3989e976837d,lori32,Staying home to prevent the spread of the virus Employee many check physical lawyer.,New York,#vaccine,621,122,7831,4616,neutral,626,Vaccine rollout,2021-10-10
165397df-af61-47b7-a9a2-ca994efd9cec,ywright,Social distancing to slow the spread Interest matter process image debate style.,Illinois,#lockdown,550,153,4505,4952,neutral,528,Second wave,2020-07-20
3175c0fc-3d44-47ba-afbd-3c049fb742c6,robert87,Lockdown measures to curb the pandemic Hard of ago choice factor hundred save.,Tennessee,#pandemic,89,85,3809,4457,neutral,1326,Post-lockdown recovery,2020-11-23
59f05689-0fc3-433f-a3de-cf1689347f20,ravila,Staying home to prevent the spread of the virus Pretty least stock without sing lot safe.,Washington,#lockdown,734,120,3007,4179,neutral,1849,Post-lockdown recovery,2020-11-30
c19b53db-5140-4581-a292-934c0f5d13d4,ireeves,The new variants of the virus are concerning Against strategy free scene reveal skill.,New Mexico,#covid19,740,389,9251,4727,neutral,939,Post-lockdown recovery,2020-10-24
728bac33-f010-42cd-abf7-0c3a05ab8a5e,colleen61,Impact of COVID-19 on the healthcare system Civil prepare support may gas.,Wisconsin,#pandemic,373,993,9289,4661,negative,78,Vaccine development,2021-06-07
12e4493c-30ea-4d93-8aea-cb4812bbc413,martinandrea,Wearing a mask to reduce the risk of infection Take leave full.,Vermont,#quarantine,617,771,5311,424,neutral,1732,Second wave,2020-09-28
db61ba07-45b2-4db7-90da-a807b11f8f0a,heatherlopez,Long COVID affecting many people Change company management seven page agreement rise send.,South Dakota,#lockdown,741,796,1045,1597,negative,1043,Vaccine development,2021-01-08
0c71c167-1311-4371-b968-c5c425921849,tjordan,The economy is struggling during the pandemic Light music method oil body financial perform best.,Maryland,#quarantine,532,891,9270,3345,neutral,254,Lockdown implementation,2020-05-17
4cc7107e-d0c9-4b05-b37f-b5fba701d455,taylormartha,The economy is struggling during the pandemic Represent mind develop bar large guy discussion.,Idaho,#vaccine,738,134,4824,4894,positive,197,Second wave,2020-07-17
b81153b5-a32f-4dfe-b495-cf1a675b40c1,holtronald,Mental health challenges during the pandemic Argue long water machine condition government.,Ohio,#pandemic,760,498,4067,4005,negative,1471,Early outbreak,2020-01-03
b75b7a52-b8b3-4d07-8bca-2667ee9a5020,brownsandra,Mental health challenges during the pandemic With worker perhaps two type speak than machine.,Maine,#lockdown,373,542,9772,1642,positive,354,Early outbreak,2020-01-13
71f690f2-95bc-4a10-aa29-b87977070cd2,lauren61,The number of COVID-19 cases is rising Attack production career bank ball writer.,Washington,#quarantine,570,311,4779,1814,positive,1982,Vaccine development,2021-02-23
0c14d212-2ea2-48bd-8f98-8a08fd79c3fb,zchang,Long COVID affecting many people Be respond onto event wall.,Alaska,#quarantine,89,638,2939,2479,neutral,1294,Vaccine development,2021-03-01
0706e9a7-af62-462e-84ec-826de16a3cdb,todd16,Long COVID affecting many people Reduce far prevent increase quality scientist.,South Carolina,#pandemic,258,525,552,2336,neutral,1609,Vaccine rollout,2021-10-22
778cefe8-1b75-4fe4-b2aa-d23f0ed343d7,brian96,Wearing a mask to reduce the risk of infection Head now audience always.,Massachusetts,#covid19,153,147,6538,4823,neutral,247,Second wave,2020-09-07
9edbfb9d-3684-43b7-afb0-476af09adf15,qwashington,COVID-19 restrictions are easing Such role mean book protect through born traditional.,Oregon,#quarantine,30,586,4085,2929,neutral,160,Vaccine rollout,2021-08-27
4fcca17a-48d5-4b3e-9de7-5e34a6197e72,ebrown,The COVID-19 pandemic is impacting our lives Fear rest Mrs popular nor consumer possible.,New York,#lockdown,784,11,4818,2885,positive,1314,Lockdown implementation,2020-04-13
9f2d4312-1d5d-43b1-963f-6a2dd225abac,katherinethompson,Vaccine hesitancy among the population Any could short rest itself.,New Jersey,#covid19,432,403,7768,2194,neutral,469,Vaccine rollout,2021-11-17
ca22ddae-7b90-4dd0-b854-420fc78f87e4,lmartinez,The COVID-19 pandemic is impacting our lives Far claim nor station.,Florida,#pandemic,329,906,192,4970,negative,1298,Lockdown implementation,2020-04-29
091add15-e51f-48b4-a4cb-de0b59dade1d,watsonsabrina,The number of COVID-19 cases is rising Change price mean later.,Florida,#covid19,24,246,9158,1854,neutral,1437,Post-lockdown recovery,2020-10-25
ab60fd2f-3688-42a6-a626-8515e143365c,tinadunn,Impact of COVID-19 on the healthcare system Interest more population.,Kentucky,#lockdown,813,895,6274,2321,neutral,1685,Lockdown implementation,2020-04-19
df885727-f188-46f7-9821-86cdf3ae5d5b,molinamaria,The number of COVID-19 cases is rising Former notice wait claim more.,Oklahoma,#pandemic,404,506,4629,4118,neutral,1976,Post-lockdown recovery,2020-12-21
